DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL RAINFALL,AVG_TEMP,HUMIDITY,ELEVATION,FLOOD_RISK_INDEX,FLOODS
Bharatpur,1999,20.456,18.908,48.114,64.69,131.184,408.428,499.787,430.003,213.829,89.766,59.573,18.588,2038.197,21.43,75.09,915.54,0.488,YES
Jaipur,1992,6.13,4.992,13.808,16.44,39.463,115.194,138.096,124.416,67.745,26.371,14.415,5.782,556.439,36.39,50.41,397.07,0.175,NO
Shivamogga,2016,11.481,9.186,20.236,34.605,67.365,192.28,258.992,238.054,137.825,59.517,28.422,9.825,1051.911,30.91,55.54,226.4,0.312,NO
Agra,2024,5.238,5.169,9.837,16.767,31.245,108.25,155.473,107.491,58.667,23.249,16.575,6.259,533.27,26.82,52.58,213.75,0.206,NO
Anand,2020,11.19,10.589,20.24,28.012,78.78,184.024,298.961,232.857,128.629,58.328,33.435,11.656,1095.58,27.38,52.62,363.24,0.289,NO
Amravati,2004,29.189,26.109,46.638,98.525,183.545,512.909,699.542,525.486,281.061,117.995,73.22,27.75,2679.214,25.44,89.92,85.02,0.785,YES
Rangareddy,2005,15.648,18.39,33.113,50.055,118.426,301.384,474.043,346.778,198.313,79.636,47.684,14.871,1681.716,20.63,78.91,1245.69,0.395,NO
Jalpaiguri,2002,17.305,17.306,44.171,55.3,124.704,450.694,502.117,352.405,253.235,114.323,63.951,20.239,1996.351,21.4,77.03,794.18,0.505,NO
Nalanda,2024,8.379,8.961,18.775,21.73,56.157,169.769,203.555,168.57,117.269,38.975,20.621,9.485,800.452,27.25,54.32,301.62,0.251,NO
Jorhat,2000,25.035,22.43,40.442,69.295,149.405,412.32,495.88,424.792,269.252,108.117,69.466,20.808,2127.418,22.98,74.05,909.25,0.5,NO
Allahabad,2010,26.952,29.22,56.745,96.913,190.084,534.337,691.373,539.351,316.284,117.693,74.654,27.792,2812.977,25.84,82.15,77.21,0.776,YES
Pune,2000,13.432,16.325,32.048,43.251,107.594,303.123,316.585,322.796,174.348,69.73,49.501,15.828,1545.225,31.35,72.41,293.55,0.47,YES
Bareilly,2019,12.313,11.152,23.055,36.559,92.234,218.663,289.115,238.637,143.074,53.528,33.475,11.921,1128.462,24.52,48.54,333.37,0.28,YES
Udaipur,2024,6.476,7.582,12.333,17.564,46.704,115.33,151.798,128.3,76.112,31.626,18.015,6.599,636.365,25.45,31.56,152.23,0.138,NO
Delhi,2011,22.833,20.314,30.599,53.981,138.29,319.04,355.388,347.964,206.891,109.171,58.274,18.487,1875.785,31.01,77.69,110.12,0.58,YES
Silchar,2020,11.964,12.911,25.198,38.726,89.274,272.761,309.87,266.325,153.541,63.022,35.582,12.273,1235.424,27.83,55.98,176.06,0.355,NO
Alwar,2003,6.732,7.494,13.848,18.46,40.029,119.899,157.466,141.529,76.151,37.972,17.805,7.213,676.468,33.88,40.57,412.4,0.151,NO
Lucknow,2013,11.198,12.224,24.79,37.133,90.191,296.888,368.734,247.523,161.902,71.936,40.522,15.932,1376.18,26.61,64.78,273.22,0.407,NO
Udaipur,2021,5.379,4.733,9.57,14.04,33.729,103.837,126.467,98.749,65.785,26.792,13.087,4.521,518.07,21.27,47.33,291.36,0.169,NO
Chennai,2021,21.306,21.723,44.244,68.038,171.323,419.525,545.64,397.79,257.463,115.707,64.537,21.194,2363.243,25.48,78.85,53.53,0.682,NO
Kalaburagi,2004,6.903,7.448,13.216,24.059,46.623,139.464,202.968,153.883,86.101,37.732,19.063,8.591,727.621,26.47,73.62,121.61,0.349,NO
Rajkot,2024,3.077,3.576,7.793,10.785,24.395,77.944,93.006,66.648,48.519,16.211,12.217,3.711,350.295,29.77,68.01,151.48,0.251,NO
Silchar,1992,9.545,8.921,20.19,27.967,70.302,213.893,270.358,226.316,107.01,50.879,25.593,9.94,993.598,33.21,65.48,468.39,0.314,YES
Kanpur,2005,4.748,6.812,12.698,14.264,36.88,120.56,143.826,112.644,69.154,30.505,20.254,4.985,562.141,22.81,64.44,142.84,0.274,NO
Bhavnagar,1994,3.769,3.156,7.656,13.438,28.209,82.892,97.938,71.428,39.085,22.03,11.027,3.778,384.767,33.47,45.76,0.0,0.177,NO
Rangareddy,2010,4.127,4.802,10.404,15.929,41.721,100.095,126.988,118.312,68.842,22.057,17.634,4.31,513.428,32.34,33.84,19.09,0.144,NO
Warangal,1999,26.458,27.17,51.484,72.96,168.964,380.41,641.284,507.019,348.87,122.907,71.814,23.973,2526.881,20.78,84.95,50.22,0.74,NO
Delhi,2008,6.941,7.232,13.592,24.124,55.151,129.497,191.203,168.411,100.534,33.944,25.758,7.175,757.652,25.93,57.65,152.73,0.278,NO
Malda,2014,6.93,6.672,12.167,19.128,54.434,155.903,184.654,135.19,97.931,37.994,20.503,5.564,691.534,26.45,59.42,308.76,0.253,YES
Jhansi,1993,16.017,16.577,30.757,35.789,105.272,359.108,362.999,352.845,189.383,74.081,50.446,13.85,1474.646,23.94,76.09,1236.15,0.345,YES
Karimnagar,2018,15.194,15.23,35.395,54.331,113.082,389.037,437.266,375.509,193.869,85.11,42.83,16.85,1733.744,14.84,65.39,1252.02,0.342,YES
Kolkata,2008,34.275,31.64,66.632,102.961,222.085,652.655,776.719,607.283,451.684,143.628,109.144,28.946,3351.919,30.32,86.58,61.26,0.897,YES
Solapur,1991,24.382,22.4,40.779,69.541,164.386,448.143,554.622,433.099,290.181,105.642,64.306,23.007,2118.102,21.19,81.72,1810.96,0.41,NO
Delhi,1999,5.152,5.907,11.592,20.507,36.79,112.795,139.244,115.048,63.403,27.843,16.196,5.779,532.129,35.26,36.8,358.1,0.115,NO
Allahabad,2014,21.986,26.566,65.977,94.227,196.288,576.546,715.76,578.638,297.96,127.023,76.333,26.005,2721.556,26.11,74.78,21.41,0.733,YES
Patna,2009,14.513,11.077,30.004,39.143,77.534,236.503,327.238,218.384,145.235,55.569,40.01,11.134,1253.966,29.09,52.13,393.81,0.311,NO
Bareilly,2008,23.525,31.759,53.715,79.841,203.057,552.512,635.585,520.215,356.313,125.158,82.808,32.323,2770.247,24.67,76.0,67.13,0.742,NO
Kolkata,2012,23.06,26.696,42.734,72.617,187.101,448.22,708.098,472.788,252.047,130.766,82.604,20.803,2376.716,34.19,74.38,16.89,0.669,NO
Shivamogga,2013,8.234,7.355,14.161,21.572,56.362,178.121,195.95,164.345,89.391,38.932,21.604,6.458,788.603,24.3,63.14,217.55,0.3,NO
Kota,2000,4.566,5.356,7.223,16.026,34.792,94.908,113.982,100.851,65.821,24.681,14.132,6.111,481.209,24.05,48.03,37.34,0.2,NO
Asansol,2023,12.618,10.461,25.841,35.323,84.482,282.201,340.22,206.123,124.165,63.435,41.182,9.701,1251.06,22.52,47.55,217.31,0.314,YES
Warangal,2017,26.262,29.817,53.512,66.065,178.179,489.515,704.506,532.676,261.219,126.614,65.869,26.402,2391.844,30.91,90.21,69.33,0.736,YES
Sikar,1994,20.059,20.5,41.86,58.341,145.603,430.515,500.067,420.655,228.6,90.243,61.533,22.675,2058.13,27.9,74.99,82.08,0.605,NO
Churu,1994,14.093,14.013,28.251,39.198,84.884,249.898,316.858,239.71,163.084,60.222,31.37,14.188,1282.966,23.03,58.82,1885.98,0.143,NO
Muzaffarpur,2010,5.064,3.987,9.012,14.316,33.719,116.652,108.906,86.529,65.173,23.651,16.151,4.69,481.845,36.32,51.41,279.13,0.182,YES
Allahabad,2001,8.342,7.23,14.686,19.994,61.046,137.508,162.156,172.812,95.11,43.07,20.717,7.886,743.589,29.89,59.87,361.17,0.257,NO
Surat,1993,10.156,7.891,18.399,25.515,59.909,163.544,232.211,173.942,97.011,50.869,26.864,7.513,890.871,29.73,56.13,575.12,0.238,NO
Raichur,2009,12.706,11.621,25.573,42.362,101.396,295.868,319.744,263.097,170.885,74.087,40.348,14.516,1364.058,22.01,61.37,532.96,0.354,NO
Karimnagar,2014,16.839,14.005,38.91,56.531,123.654,363.009,497.537,356.468,152.139,71.083,60.68,18.897,1783.845,17.7,74.62,776.82,0.458,NO
Ajmer,2003,17.538,18.09,35.996,40.588,108.016,287.094,400.145,272.301,189.795,65.18,45.606,18.045,1574.862,16.45,80.59,950.74,0.423,YES
Suryapet,2000,10.037,10.026,21.815,32.904,77.77,198.309,253.102,216.91,141.976,49.926,31.679,8.687,1077.188,26.12,57.99,404.17,0.304,NO
Warangal,2021,31.258,33.343,71.057,90.343,232.715,671.432,670.669,571.506,411.911,164.408,98.983,29.646,3268.382,33.78,77.53,9.47,0.848,YES
Junagadh,2000,20.967,25.691,49.855,59.278,169.924,577.674,649.69,446.439,299.115,120.063,85.661,21.758,2451.722,27.24,81.08,61.71,0.707,YES
Pune,2007,4.645,3.62,8.497,13.129,32.099,88.541,87.113,82.233,51.856,22.789,10.939,3.725,411.118,33.02,67.93,365.81,0.232,NO
Junagadh,2016,23.561,27.599,56.694,85.736,188.066,545.763,682.742,539.167,270.422,124.8,87.253,26.373,2760.031,23.2,79.51,72.04,0.755,YES
Karimnagar,2007,10.322,12.242,24.069,30.217,87.404,213.07,293.382,216.57,122.05,58.687,29.657,10.695,1086.608,24.19,59.51,431.15,0.309,YES
Alwar,2012,5.134,4.937,8.874,16.186,39.256,104.39,118.614,124.966,60.198,25.039,10.899,4.498,513.518,26.31,57.94,166.04,0.233,NO
Dindigul,2000,5.213,6.073,10.544,12.553,34.255,89.792,112.596,81.262,58.967,20.393,10.79,4.48,467.123,31.76,45.46,243.9,0.157,NO
Karimnagar,2010,5.939,7.337,16.921,26.656,59.435,155.953,188.688,144.845,110.019,34.886,24.243,8.456,798.182,27.45,45.4,237.83,0.219,NO
Alwar,1994,18.069,17.1,47.756,57.793,162.7,411.417,578.706,469.078,297.727,117.719,69.153,26.467,2254.492,15.02,75.63,1383.62,0.466,YES
Erode,2012,2.023,2.254,4.893,4.938,18.092,44.105,58.468,42.639,28.095,11.51,5.971,2.144,224.254,26.67,45.08,220.57,0.114,NO
Coimbatore,2014,9.692,10.585,17.761,24.109,66.874,178.998,249.204,170.789,95.662,53.379,26.372,8.392,922.76,30.63,62.57,445.43,0.291,YES
Tezpur,1999,8.542,10.462,22.544,25.335,62.934,189.285,186.521,174.016,130.826,44.354,30.984,9.107,916.915,29.86,62.3,27.08,0.346,NO
Rangareddy,2011,4.944,6.903,12.123,21.538,44.85,125.683,164.4,130.375,62.293,34.732,18.778,6.297,628.016,26.65,45.16,70.85,0.209,YES
Noida,2008,13.636,14.273,28.94,41.882,75.626,259.925,296.599,266.475,153.949,78.771,33.914,13.102,1308.915,23.03,63.27,347.98,0.378,NO
Asansol,1990,4.713,4.443,9.298,16.974,33.802,107.287,111.023,100.396,51.385,21.268,11.489,4.163,465.99,29.52,32.91,74.64,0.123,NO
Hubballi,1996,5.319,6.107,10.456,16.237,41.268,102.365,119.328,96.669,70.59,26.829,16.098,4.818,528.945,26.49,67.61,301.3,0.261,NO
Gandhinagar,1993,21.364,22.313,38.32,61.69,123.336,424.684,497.95,330.334,236.225,98.38,57.528,19.792,1883.396,21.22,75.58,1408.37,0.394,NO
Siliguri,1990,6.549,6.459,13.489,19.05,43.076,146.212,155.066,129.483,75.172,30.036,22.783,5.632,657.999,29.19,34.32,246.11,0.142,YES
Murshidabad,2004,21.936,20.822,44.216,62.216,154.96,433.908,558.502,495.538,205.913,106.348,57.005,19.569,2109.819,22.92,63.21,874.45,0.453,YES
Bikaner,2001,3.793,4.07,9.326,12.102,30.362,91.367,95.884,77.16,50.31,17.185,15.104,4.195,419.238,29.01,49.63,165.23,0.178,NO
Guwahati,2011,20.394,18.936,41.084,56.931,142.744,436.363,376.514,412.011,219.496,85.901,49.577,19.502,1931.37,22.67,71.83,1358.18,0.393,NO
Nagaon,2011,11.267,10.272,19.158,33.251,77.239,232.341,292.785,244.686,140.36,45.848,32.844,12.054,1095.813,23.93,62.99,391.73,0.332,NO
Thane,2006,26.617,30.498,53.436,63.696,144.614,493.473,622.665,463.816,317.053,91.836,70.194,18.935,2453.636,26.51,90.59,24.16,0.755,YES
Amravati,2018,24.503,25.575,58.561,69.774,182.931,502.138,654.306,509.338,309.884,123.842,82.425,29.416,2649.513,27.86,80.13,62.61,0.739,NO
Thane,2003,25.186,30.118,50.555,81.307,162.227,495.841,607.556,440.285,277.841,129.885,84.903,26.489,2508.075,23.35,85.44,94.54,0.733,NO
Jodhpur,2009,5.413,4.788,10.982,14.717,32.36,95.319,129.349,99.081,64.649,25.195,16.147,5.074,523.684,29.7,35.22,256.75,0.12,NO
Bhavnagar,2022,6.578,5.962,15.117,16.597,57.789,138.464,139.426,133.508,81.084,37.983,17.155,5.719,660.998,30.39,62.62,244.26,0.27,NO
Warangal,2004,15.772,15.541,34.966,41.173,95.195,361.948,379.416,282.192,195.865,60.597,47.469,14.283,1524.612,16.56,68.18,910.94,0.363,YES
Kolkata,2001,26.851,31.933,58.969,75.248,198.916,572.036,688.249,511.125,346.946,151.261,88.661,26.256,2827.102,30.99,74.22,38.81,0.748,NO
Kota,2009,3.134,2.481,7.386,8.978,21.129,55.311,86.456,70.229,36.033,14.109,9.572,3.079,318.412,30.3,46.89,155.81,0.149,NO
Solapur,2019,28.881,26.528,52.672,86.048,158.509,520.875,684.925,514.61,331.62,137.381,87.73,26.143,2688.044,28.53,87.41,13.67,0.785,YES
Udaipur,1992,19.659,20.856,51.636,75.366,168.819,485.921,576.883,461.677,279.894,119.926,74.926,24.485,2467.43,29.22,84.83,53.24,0.728,YES
Nadia,2017,28.169,31.149,63.307,99.064,200.015,552.136,723.432,550.501,348.917,151.54,88.298,28.652,2912.262,27.12,93.6,3.25,0.856,NO
Surat,2015,21.22,23.29,37.07,61.84,136.963,365.262,462.777,382.714,277.014,109.238,54.494,21.033,1994.64,21.05,74.59,1311.73,0.423,NO
Dibrugarh,2019,3.901,4.05,9.775,15.531,24.514,86.667,112.405,84.029,52.57,20.724,13.773,4.172,432.008,29.07,48.39,167.14,0.175,NO
Agra,2002,4.926,5.125,10.119,13.738,25.286,97.873,99.768,97.616,58.124,22.842,14.089,5.344,466.513,27.66,51.65,332.18,0.173,NO
Dibrugarh,2002,5.689,4.859,8.169,17.482,29.69,101.642,124.98,105.108,68.286,25.333,14.346,5.18,503.616,30.71,61.14,150.9,0.248,NO
Kolhapur,1991,4.15,4.476,9.406,15.196,38.293,106.478,131.168,106.582,61.049,24.208,12.972,4.82,480.44,25.03,53.87,186.44,0.206,NO
Bikaner,1991,2.586,2.933,6.23,9.34,20.3,51.226,73.03,60.316,37.84,16.545,8.999,2.976,309.478,28.02,39.6,211.06,0.106,NO
Agra,2015,16.234,17.222,37.929,46.583,97.587,354.134,484.576,357.497,187.492,85.807,52.321,18.585,1734.388,22.48,69.46,538.07,0.458,NO
Churu,2000,7.676,9.728,16.116,23.553,60.532,144.674,253.36,175.937,98.056,37.885,24.739,9.222,840.52,22.33,54.87,373.41,0.251,NO
Nagpur,1997,7.51,7.219,16.717,20.967,55.938,162.602,202.706,162.906,84.794,38.309,22.836,7.916,780.843,25.3,49.92,127.75,0.251,NO
Thane,2011,24.398,25.588,72.357,95.728,203.824,599.539,893.867,483.509,361.081,143.674,100.343,31.458,2975.09,23.88,71.59,62.86,0.76,YES
Begusarai,2009,8.283,7.364,13.016,19.948,50.931,155.975,158.177,139.676,65.703,33.049,23.954,7.844,680.947,24.32,58.45,522.48,0.217,NO
Coimbatore,1997,22.732,24.91,41.189,63.028,143.894,450.64,683.058,438.464,224.817,94.075,57.917,19.431,2114.774,23.69,68.83,67.8,0.589,YES
Erode,2018,3.597,4.039,6.778,12.439,30.402,74.144,102.224,84.315,51.598,19.981,10.734,3.995,395.268,27.11,40.99,155.62,0.136,NO
Nashik,2015,8.659,8.92,15.85,22.385,49.166,145.084,179.85,193.972,108.218,44.161,25.487,7.114,879.72,26.66,39.32,474.89,0.174,NO
Kolkata,2019,22.32,21.979,43.183,59.526,140.037,452.344,496.086,475.547,299.169,119.488,65.093,21.293,2149.289,27.83,88.01,119.69,0.675,NO
Nalanda,2006,9.192,9.721,20.853,28.817,52.89,165.157,224.112,199.995,134.256,45.839,29.131,7.693,910.213,30.38,56.0,337.36,0.273,NO
Mangaluru,2009,24.365,27.14,41.659,80.562,176.51,526.552,608.372,551.599,347.791,140.815,84.25,27.7,2620.862,30.16,65.94,30.32,0.674,NO
Bikaner,2005,5.994,5.742,13.119,16.421,44.138,125.789,134.358,108.757,75.735,30.657,18.662,5.876,600.479,28.54,45.31,207.69,0.186,NO
Kanpur,1996,22.908,21.034,45.07,58.022,152.934,384.752,480.25,348.695,249.21,89.153,55.917,17.175,1986.392,22.86,77.12,513.26,0.542,NO
Bengaluru,2005,4.238,5.186,9.712,16.207,36.418,115.521,155.922,116.602,62.942,27.907,17.748,4.966,522.949,25.44,53.99,470.01,0.175,YES
Gorakhpur,2016,11.931,12.381,22.081,34.391,92.335,205.321,266.394,231.186,119.762,54.35,28.847,8.878,1095.049,23.28,76.13,346.07,0.397,YES
Bengaluru,2012,11.372,9.624,20.163,36.725,79.053,221.274,267.287,256.269,163.086,58.891,24.544,11.066,1110.475,21.05,65.89,220.94,0.371,NO
Mysuru,2013,14.321,15.294,33.566,48.546,96.73,298.087,446.282,371.156,218.383,69.247,46.348,14.848,1601.28,24.38,73.03,1208.48,0.358,NO
Salem,1998,15.114,13.752,25.464,48.796,93.45,312.038,332.616,305.693,164.53,63.481,47.403,13.167,1416.921,31.1,65.27,225.56,0.423,NO
Malda,2024,21.496,18.5,36.665,73.603,150.922,420.762,509.108,392.174,270.032,121.416,69.004,22.562,2126.3,19.39,87.39,922.23,0.559,NO
Chitradurga,2009,23.506,25.809,57.995,70.868,175.976,551.378,725.02,492.144,315.916,118.256,75.166,23.678,2426.79,27.75,73.93,50.06,0.672,YES
Darbhanga,2006,18.117,18.93,28.513,48.126,107.344,313.901,395.498,296.098,199.979,71.614,52.93,16.688,1621.21,19.3,68.44,1722.93,0.271,NO
Anand,2020,12.629,12.555,30.467,39.403,114.203,222.57,316.052,271.71,169.013,75.33,41.53,13.675,1412.861,18.38,60.25,130.97,0.413,NO
Malda,1997,16.735,16.523,33.328,53.41,102.412,378.118,451.686,354.646,239.814,95.052,54.516,19.116,1794.296,19.67,61.6,1310.66,0.328,NO
Solapur,2004,17.118,19.338,39.508,41.364,150.403,377.3,484.244,404.643,216.065,87.477,56.407,23.292,1825.511,13.58,77.29,718.54,0.486,YES
Vadodara,2020,10.079,9.529,23.095,24.169,70.489,190.676,270.536,206.397,108.732,54.2,28.037,10.133,1018.114,21.28,76.47,564.65,0.355,YES
Bhagalpur,2019,15.085,17.041,30.069,33.091,98.003,317.146,367.959,352.727,169.79,83.333,51.093,16.035,1575.776,25.95,58.74,162.49,0.432,NO
Darbhanga,2009,18.06,17.117,35.657,49.521,124.202,337.022,421.266,323.931,203.689,99.841,50.795,18.981,1735.045,22.44,62.33,642.58,0.412,NO
Warangal,2001,18.868,18.372,36.883,53.9,118.199,420.188,495.648,360.127,216.636,94.718,48.096,16.526,1792.907,14.98,81.42,1307.09,0.418,NO
Patna,2006,6.435,7.755,17.733,23.097,67.606,151.545,201.584,154.037,73.782,38.521,21.768,8.108,792.234,25.35,76.44,300.21,0.349,YES
Siliguri,2019,18.979,16.238,34.913,49.417,128.394,413.403,483.273,315.885,229.871,86.684,56.714,15.104,1683.15,19.78,53.23,1326.7,0.268,YES
Kanpur,2018,3.422,3.515,6.869,10.659,23.905,66.597,82.375,63.404,42.713,17.019,9.8,2.935,345.291,29.35,50.32,322.08,0.146,NO
Barpeta,2008,22.929,23.227,39.434,65.944,143.997,466.397,516.964,413.754,264.505,104.216,62.082,20.42,2175.707,28.99,83.24,55.73,0.667,YES
Kalaburagi,2000,5.233,5.27,10.964,16.159,40.221,96.872,165.475,109.745,72.083,28.698,16.624,5.722,547.512,29.08,64.78,452.95,0.231,YES
Varanasi,2023,6.537,6.211,15.671,21.081,37.201,139.734,159.176,147.14,73.392,24.228,18.301,5.309,632.229,30.18,47.35,5.58,0.229,YES
Coimbatore,1996,9.684,9.799,21.569,31.97,77.399,219.365,310.232,207.87,131.115,56.556,29.162,9.078,1039.187,32.16,61.2,354.86,0.318,NO
Adilabad,2023,26.913,24.919,55.963,83.588,199.667,478.333,611.635,524.683,305.928,135.708,88.461,25.698,2595.644,27.34,78.69,44.14,0.725,YES
Jamnagar,2009,8.531,7.941,17.188,25.684,73.692,196.432,248.567,211.622,134.568,48.383,31.806,10.216,986.89,21.93,74.8,526.21,0.347,NO
Purnia,2013,21.349,21.534,48.856,77.355,185.516,495.744,524.946,487.138,247.685,123.847,80.113,26.372,2528.706,33.44,80.45,0.0,0.727,YES
Katihar,1999,29.896,32.75,55.904,88.369,183.832,596.081,725.903,603.792,367.455,161.307,75.888,28.77,3147.656,35.33,92.05,28.09,0.889,YES
Nashik,2021,4.223,4.23,7.737,11.63,23.892,74.064,104.077,67.362,46.83,20.305,11.595,3.79,384.684,32.4,54.47,68.53,0.207,NO
Thanjavur,2004,10.526,11.231,21.808,33.674,72.125,207.056,282.075,194.839,113.864,65.634,33.444,10.433,1069.589,16.88,61.11,332.23,0.326,NO
Ajmer,2009,9.94,9.701,21.262,31.742,78.058,185.892,233.453,219.205,133.144,58.239,37.373,10.395,1068.248,27.06,50.82,337.95,0.279,YES
Khammam,1992,7.163,6.014,9.955,18.167,44.739,163.134,139.915,144.209,75.791,35.235,20.224,6.099,671.298,27.22,50.63,203.77,0.224,NO
Guwahati,1997,6.238,5.912,11.299,17.473,37.925,91.287,143.035,138.356,73.635,29.119,17.628,5.657,565.798,35.95,36.65,280.27,0.131,NO
Vadodara,2012,8.708,10.042,22.302,36.776,92.938,200.291,298.975,174.391,130.204,55.954,39.341,10.306,1122.23,25.95,53.43,465.6,0.283,NO
Muzaffarpur,2000,6.616,7.535,12.703,19.475,41.064,145.631,146.803,151.513,71.985,31.676,18.152,6.66,685.433,23.28,56.37,354.59,0.232,YES
Jorhat,1997,4.194,3.522,6.831,11.34,26.331,80.87,82.216,77.535,51.074,17.012,11.576,3.402,378.665,31.36,32.2,66.77,0.105,NO
Sikar,2018,16.087,16.953,25.546,44.766,105.12,293.858,354.278,273.42,146.752,71.32,47.257,16.099,1449.933,23.87,89.08,777.76,0.462,NO
Junagadh,2019,10.762,9.527,18.437,29.756,59.871,158.1,228.757,218.043,106.081,54.601,29.094,11.844,1057.238,17.56,65.37,1273.93,0.215,NO
Kolhapur,1999,5.26,5.337,10.352,15.563,39.515,115.126,139.255,97.667,69.881,24.594,14.961,5.279,559.58,33.1,47.72,225.19,0.187,YES
Kota,2017,4.965,4.083,9.554,10.272,33.883,101.783,122.189,91.688,51.444,20.869,12.653,4.331,460.756,22.44,37.04,135.66,0.133,NO
Murshidabad,2002,20.992,18.965,41.404,74.869,156.589,383.346,453.063,415.938,249.527,101.149,66.087,17.384,1919.722,19.74,63.56,1414.35,0.346,NO
Rajkot,2021,5.198,5.035,10.796,14.461,36.675,82.994,126.082,118.366,57.489,25.009,16.781,5.291,505.323,24.49,42.73,259.07,0.15,NO
Meerut,2015,8.787,10.452,22.015,36.15,82.958,210.659,281.866,210.363,120.811,58.814,35.075,10.886,1060.109,22.6,58.58,453.31,0.297,NO
Hyderabad,2011,12.474,13.31,26.794,43.729,90.564,267.663,339.872,259.709,164.246,67.47,36.769,12.603,1334.529,30.77,75.19,357.07,0.435,NO
Begusarai,1993,15.484,16.69,41.186,57.643,116.024,353.529,411.364,386.611,221.708,96.258,52.359,19.826,1802.189,18.95,78.33,714.71,0.487,NO
Guwahati,2020,10.282,10.98,22.416,37.826,77.268,210.894,292.083,290.343,126.395,65.592,34.99,11.679,1167.247,23.09,62.15,518.34,0.324,NO
Tiruchirappalli,2007,16.063,18.162,37.737,58.998,123.071,318.21,503.714,326.382,189.28,87.938,46.337,16.239,1709.327,23.52,81.09,1273.05,0.406,NO
Raichur,2013,21.757,26.356,43.264,68.701,136.053,420.423,413.689,354.924,249.537,105.993,66.612,20.086,2047.436,21.74,72.75,1213.69,0.438,YES
Adilabad,2012,23.066,21.144,32.815,49.234,142.094,391.322,512.137,387.358,226.059,92.845,59.781,21.724,2004.145,22.38,76.95,77.12,0.604,NO
Nagpur,2011,4.824,5.331,12.353,13.394,40.274,105.868,124.608,102.129,71.574,26.679,14.474,4.938,540.611,25.72,53.41,260.93,0.204,YES
Surat,1991,14.505,16.592,28.999,45.686,99.478,293.166,375.488,276.925,168.889,72.353,52.678,15.359,1526.665,26.25,52.81,385.84,0.365,NO
Raichur,2020,13.284,15.822,31.799,39.762,118.733,302.998,380.082,302.351,181.001,72.112,46.616,14.109,1459.076,29.12,62.96,283.95,0.413,NO
Nalanda,2000,5.944,4.113,9.338,15.956,35.668,97.56,130.652,90.248,55.248,25.355,16.0,4.768,513.621,24.87,45.41,189.49,0.173,NO
Tiruchirappalli,2017,14.674,18.303,37.521,47.817,120.325,390.392,395.458,356.67,200.424,109.0,47.089,14.628,1789.166,25.83,73.16,462.6,0.495,YES
Nadia,2021,11.004,10.037,18.611,29.594,83.633,207.558,297.36,181.778,138.032,46.85,34.943,11.563,1037.479,27.15,73.25,0.0,0.421,YES
Murshidabad,1994,18.162,21.021,41.172,66.171,125.192,386.979,506.644,464.074,243.472,91.053,62.449,18.122,2016.891,15.26,77.45,1153.73,0.462,YES
Patna,1999,11.928,14.116,29.493,43.874,100.973,338.202,414.346,263.307,188.418,87.967,50.612,15.794,1434.802,24.51,59.01,189.02,0.403,YES
Jamnagar,2013,20.476,18.047,37.518,65.553,149.558,417.937,566.079,463.649,278.154,111.413,65.484,19.662,2075.436,31.26,77.38,34.95,0.625,NO
Mahbubnagar,2024,15.105,15.515,29.794,37.784,108.2,297.811,369.253,316.723,189.664,83.824,47.588,14.402,1497.695,19.11,68.11,692.07,0.388,YES
Gandhinagar,2012,5.66,5.75,9.975,16.868,35.559,111.457,141.495,93.638,68.375,25.104,15.579,5.554,499.824,30.44,57.59,47.72,0.245,YES
Anand,2006,14.72,16.608,30.723,43.269,112.57,340.036,381.718,271.555,175.469,70.207,55.64,13.789,1510.927,19.9,75.81,1426.85,0.325,NO
Tezpur,1990,2.483,3.091,6.549,9.676,22.907,56.065,80.862,57.925,42.068,14.236,9.561,2.959,321.466,16.27,54.9,604.21,0.124,NO
Sikar,2020,5.103,4.44,8.34,15.451,26.114,99.633,120.402,116.688,59.548,24.462,12.787,4.557,465.914,28.37,41.96,20.32,0.172,NO
Nizamabad,2020,12.462,13.871,22.42,29.734,85.622,204.178,328.172,279.707,160.748,57.662,42.335,11.211,1214.386,24.18,51.14,358.1,0.304,NO
Mahbubnagar,2023,22.47,28.48,48.065,75.944,192.125,443.569,589.665,469.075,292.048,115.739,77.535,25.813,2491.813,32.95,80.56,14.48,0.718,YES
Thane,1998,27.5,28.125,51.392,82.663,160.039,604.366,648.849,521.437,299.115,139.406,78.085,29.227,2749.618,31.98,80.53,74.27,0.757,YES
Medak,2011,10.026,11.357,23.359,36.286,83.646,203.729,281.966,221.717,120.346,55.863,28.922,11.466,1120.252,21.26,66.12,511.86,0.334,NO
Howrah,2002,23.412,22.979,43.419,64.296,144.566,508.113,511.124,362.825,269.833,109.276,55.756,20.063,2089.206,23.53,72.4,73.35,0.6,NO
Begusarai,2014,5.188,4.814,11.14,14.115,34.816,97.742,133.298,108.496,63.974,20.799,15.556,5.346,510.203,32.86,46.34,107.96,0.188,NO
Bengaluru,2007,6.554,6.077,12.403,17.506,48.845,107.142,161.663,111.428,70.685,30.814,14.875,5.325,618.71,26.04,65.62,194.48,0.283,NO
Nashik,2001,19.277,23.93,50.603,57.868,157.807,471.649,589.321,551.252,279.658,104.111,74.013,26.605,2295.236,28.51,79.19,36.93,0.673,YES
