DISTRICT,YEAR,AVG_TEMP,HUMIDITY,ELEVATION,FLOODS,MONTH,RAINFALL_MM
Barpeta,2015,30.52,71.66,97.36,1,9,395.823
Karimnagar,1996,30.69,36.98,245.66,0,9,67.014
Bhagalpur,2019,28.75,66.03,325.07,0,9,188.226
Coimbatore,1996,24.17,68.37,363.79,0,9,58.967
Chennai,1992,22.72,84.3,69.15,1,9,256.3
Barpeta,1990,31.8,53.05,516.85,1,9,81.466
Barpeta,2014,20.58,77.61,520.71,0,9,220.011
Nagpur,1990,26.68,75.21,359.22,1,9,110.058
Rajkot,2004,33.6,52.51,267.5,1,9,64.551
Bikaner,2002,27.35,27.43,320.95,0,9,75.92
Dibrugarh,1997,29.57,44.51,186.66,0,9,38.054
Dibrugarh,1994,23.66,56.64,338.06,1,9,103.865
Rajkot,1998,29.25,30.05,205.18,1,9,77.151
Bhavnagar,1990,28.44,59.68,246.94,0,9,58.243
Tiruchirappalli,2024,23.78,46.16,240.67,0,9,70.703
Darbhanga,1991,27.55,58.97,423.25,0,9,92.576
Amravati,2012,22.55,58.08,256.54,1,9,64.306
Nashik,1998,31.27,51.23,108.24,0,9,126.392
Hyderabad,2023,23.15,59.67,150.13,0,9,113.369
Suryapet,2003,31.94,49.9,198.84,0,9,51.462
Mahbubnagar,1993,29.63,76.0,147.73,1,9,365.086
Tiruchirappalli,2019,27.11,77.12,46.66,0,9,309.131
Bhavnagar,2020,31.74,48.01,114.72,0,9,54.558
Thane,2000,24.75,83.19,33.73,1,9,259.152
Tezpur,2024,26.36,83.93,70.15,1,9,322.99
Agra,1997,29.03,35.33,376.42,1,9,59.229
Surat,1992,31.82,28.76,151.83,0,9,54.262
Bikaner,2003,28.64,53.53,235.57,0,9,65.611
Nagpur,2002,25.35,72.46,242.94,0,9,115.148
Sikar,2021,30.49,92.97,73.77,1,9,300.382
Thane,2023,29.19,95.64,38.61,0,9,219.06
Rajkot,2008,39.35,62.61,293.29,1,9,70.189
Patna,2005,22.38,49.65,0.0,1,9,109.954
Dibrugarh,1991,20.86,58.08,417.15,0,9,141.818
Arrah,2006,33.73,83.22,46.48,0,9,315.459
Tezpur,2023,27.05,64.63,397.18,0,9,109.039
Sikar,2005,32.0,79.16,50.5,1,9,381.261
Bikaner,1991,25.98,58.24,83.26,0,9,58.364
Solapur,1991,26.54,77.51,56.41,1,9,234.277
Erode,2015,26.54,62.24,422.55,0,9,150.036
Patna,2002,26.0,60.77,339.95,1,9,80.998
Malda,2020,25.7,64.8,84.01,1,9,159.777
Siliguri,2023,23.67,50.49,222.32,0,9,87.596
Aurangabad,1992,29.54,36.4,251.78,0,9,45.494
Barpeta,1997,21.02,52.59,837.48,1,9,205.282
Erode,2012,24.65,55.37,0.0,0,9,127.557
Sivasagar,2003,33.92,47.5,151.42,1,9,60.628
Chitradurga,2016,29.93,64.96,110.68,1,9,164.58
Agra,2018,20.65,70.09,960.48,1,9,161.179
Junagadh,1990,27.09,47.91,74.86,1,9,57.101
Raichur,2006,27.43,62.68,106.36,1,9,181.665
Bengaluru,2019,27.99,53.36,416.09,1,9,116.807
Durgapur,2002,20.3,73.69,1065.22,1,9,185.719
Mumbai,2010,25.76,74.0,64.78,1,9,317.291
Noida,2008,33.38,25.41,142.94,0,9,68.444
Mangaluru,2008,29.29,86.11,35.6,1,9,283.276
Silchar,2014,28.4,46.99,136.17,1,9,81.182
Rangareddy,2011,20.47,72.28,797.24,1,9,187.16
Adilabad,2020,22.31,63.8,230.89,0,9,71.358
Delhi,2006,18.45,64.66,150.86,1,9,105.518
Anand,2012,23.42,90.09,28.66,0,9,368.744
Alwar,2021,20.79,85.72,1077.95,0,9,229.623
Nashik,1999,27.1,81.75,19.99,1,9,218.752
Karimnagar,1999,31.68,66.44,232.7,0,9,77.877
Thane,1997,30.49,79.54,2.9,0,9,315.593
Nadia,2009,29.04,86.07,59.11,1,9,268.801
Akola,2021,26.07,77.34,47.73,1,9,231.953
Aurangabad,2003,27.65,60.54,348.33,0,9,118.464
Madurai,2017,18.84,80.37,1129.22,0,9,246.496
Akola,2013,27.03,81.09,19.32,0,9,316.572
Siliguri,2004,30.2,62.91,308.44,0,9,83.239
Pune,2011,28.28,62.51,130.55,0,9,64.603
Mysuru,2019,18.75,85.43,835.54,0,9,311.552
Suryapet,1993,22.73,60.98,440.81,0,9,165.545
Pune,2002,31.55,54.06,152.5,0,9,121.184
Agra,2012,27.87,79.74,48.3,0,9,365.471
Tinsukia,1997,24.56,86.46,25.7,1,9,323.465
Jorhat,2007,28.23,53.57,230.56,0,9,47.809
Jodhpur,2001,23.0,43.93,292.3,0,9,62.662
Shivamogga,2020,15.55,52.24,229.79,0,9,94.83
Amravati,2003,30.86,77.24,56.48,1,9,269.786
Bikaner,2023,26.48,44.86,177.77,0,9,71.571
Hubballi,2007,25.12,44.17,102.47,0,9,82.298
Tiruchirappalli,2023,27.74,37.71,235.48,0,9,36.952
Rangareddy,2000,18.99,82.6,1194.33,1,9,167.861
Khammam,2001,23.62,54.32,151.98,0,9,98.484
Rajkot,2004,26.38,35.97,286.37,1,9,47.321
Bhavnagar,2020,29.83,43.03,327.09,0,9,67.876
Murshidabad,2018,29.04,49.66,110.86,0,9,42.703
Goalpara,2015,25.08,67.65,1551.4,1,9,266.333
Dibrugarh,2007,24.54,60.5,300.6,0,9,121.199
Nalanda,2021,25.83,55.66,289.64,1,9,95.697
Nadia,2011,17.25,72.38,1665.26,1,9,140.736
Bharatpur,2006,29.94,79.95,75.13,1,9,346.805
Bikaner,2012,36.66,50.92,137.66,1,9,31.397
Amravati,2013,25.61,60.1,223.81,0,9,101.94
Nizamabad,1997,27.48,71.19,232.58,0,9,43.05
Kota,1995,30.72,51.9,231.53,0,9,50.695
Kutch,1994,21.43,78.26,984.61,0,9,173.685
Khammam,2018,37.56,56.97,194.47,1,9,103.287
Mumbai,2017,27.55,77.47,33.59,1,9,376.62
Suryapet,2000,18.98,83.08,990.44,1,9,263.715
Silchar,1990,24.53,72.07,2.43,1,9,374.823
Coimbatore,2008,24.8,71.24,374.64,0,9,102.926
Nalanda,1998,18.74,84.3,1103.1,1,9,250.774
Silchar,2016,29.64,79.41,21.92,1,9,349.943
Vadodara,2023,27.19,85.78,64.55,1,9,190.595
Udaipur,1993,25.92,42.13,28.6,0,9,73.473
Delhi,2007,24.83,79.54,61.07,1,9,358.009
Mangaluru,2004,26.73,82.54,76.94,1,9,237.252
Nalanda,2002,29.02,56.3,359.15,0,9,144.487
Dindigul,2008,30.71,52.14,260.26,1,9,114.465
Khammam,1995,21.41,71.28,1266.44,0,9,250.545
Meerut,2001,20.04,77.2,1158.21,1,9,236.323
Adilabad,2006,31.59,71.38,194.68,0,9,38.029
Aurangabad,2012,26.94,82.4,40.42,1,9,392.663
Varanasi,2015,17.42,83.69,1458.36,0,9,177.9
Bharatpur,2018,22.64,69.12,391.05,1,9,128.241
Erode,2022,26.44,25.18,318.53,0,9,71.61
Dibrugarh,2016,31.06,59.07,448.68,0,9,20.478
Nagpur,2014,29.91,73.71,124.3,1,9,125.866
Jhansi,1999,18.72,65.52,733.6,1,9,352.188
Howrah,2012,26.67,58.27,23.73,0,9,57.872
Jhansi,2010,28.79,81.31,66.41,1,9,120.303
Kalaburagi,2010,18.23,65.97,277.86,0,9,141.426
Suryapet,2002,19.63,84.21,96.4,0,9,206.037
Udaipur,2022,17.15,68.1,904.82,1,9,155.202
Medak,2013,22.51,65.68,476.22,0,9,109.004
Mangaluru,2000,30.02,83.66,60.65,0,9,408.416
Warangal,2006,26.26,68.08,404.34,0,9,144.034
Patna,1993,26.12,50.62,308.1,0,9,90.22
Rangareddy,2014,23.41,84.4,1057.6,0,9,170.177
Junagadh,2019,28.28,37.94,277.69,0,9,59.869
Madurai,1998,22.14,62.48,934.7,0,9,176.024
Jorhat,2010,26.69,35.23,212.56,0,9,39.95
Hubballi,2009,28.33,36.66,159.3,0,9,56.83
Junagadh,2008,23.11,67.57,117.28,0,9,92.509
Salem,2008,17.62,83.14,948.63,0,9,256.784
Shivamogga,2001,37.12,46.48,82.43,0,9,71.093
Junagadh,2006,16.19,67.33,1352.13,1,9,278.108
Tezpur,2017,27.2,39.72,248.88,0,9,69.168
Bharatpur,2024,13.86,74.31,1595.91,1,9,236.89
Bhagalpur,2007,23.91,47.68,182.45,0,9,120.535
Patna,2003,25.27,48.93,94.07,0,9,105.527
Medak,2024,30.54,79.97,4.21,1,9,311.972
Patna,1996,23.99,57.9,536.23,0,9,115.582
Barpeta,2002,21.34,48.99,240.49,0,9,107.141
Thane,2007,26.49,86.5,5.01,1,9,422.972
Nagaon,2002,31.05,38.02,247.03,0,9,51.696
Kolhapur,2020,22.28,65.49,866.39,1,9,275.775
Patna,1991,23.45,72.88,158.11,1,9,164.664
Udaipur,2005,22.22,63.06,523.04,0,9,144.874
Howrah,1998,28.47,42.12,185.86,0,9,55.349
Silchar,1998,27.37,52.99,385.06,0,9,139.151
Hubballi,2000,29.19,56.31,364.96,0,9,111.239
Vellore,2011,16.93,69.12,2086.58,0,9,168.773
Karimnagar,2022,17.84,70.86,919.46,1,9,209.448
Rajkot,2012,21.58,46.73,100.11,0,9,84.987
Tirunelveli,2023,21.83,75.46,29.62,1,9,304.908
Mahbubnagar,1998,21.57,34.29,448.47,1,9,215.402
Vellore,2013,22.04,76.93,337.59,0,9,121.748
Rangareddy,1997,24.07,47.87,229.44,0,9,113.491
Arrah,1996,27.2,43.96,351.45,1,9,141.015
Junagadh,2007,25.66,72.14,499.27,0,9,174.927
Tirunelveli,1992,28.83,77.65,99.78,1,9,332.549
Darbhanga,2017,29.62,63.43,355.36,0,9,137.504
Karimnagar,1995,28.74,84.2,84.06,1,9,335.028
Sivasagar,2010,25.2,69.29,86.65,1,9,116.111
Allahabad,2017,31.84,50.1,262.21,0,9,38.432
Tezpur,1990,14.32,69.63,927.79,0,9,230.671
Akola,2010,24.97,47.05,127.69,1,9,82.26
Aurangabad,2024,29.92,89.0,22.04,1,9,223.515
Ajmer,2002,27.56,80.66,25.51,1,9,273.654
Junagadh,1999,26.91,64.66,343.99,0,9,100.165
Rangareddy,1999,27.4,77.57,16.78,0,9,320.284
Mysuru,2002,21.82,77.62,1283.42,1,9,223.996
Hyderabad,2013,29.55,55.78,444.59,1,9,126.015
Durgapur,1991,17.6,57.12,282.12,1,9,82.502
Anand,2011,26.01,73.26,43.8,0,9,359.264
Bareilly,2006,21.9,49.49,215.63,0,9,64.853
Gaya,2003,10.15,36.87,225.97,0,9,122.23
Purnia,1999,29.75,85.64,93.83,0,9,228.488
Hubballi,2024,33.17,64.16,0.0,0,9,55.628
Vellore,2014,23.98,55.53,241.95,0,9,91.455
Solapur,1992,25.92,84.44,3.05,0,9,362.216
Aurangabad,2006,25.3,56.13,386.42,1,9,114.269
Vellore,2001,37.2,59.92,332.04,0,9,116.948
Durgapur,2013,16.87,70.57,1301.41,0,9,208.309
Sivasagar,2018,23.95,77.88,54.79,1,9,349.457
Kota,2014,32.4,40.76,239.19,0,9,36.847
Malda,2015,28.61,40.87,169.0,0,9,169.4
Pune,1990,27.54,63.28,322.21,1,9,145.742
Tirunelveli,2009,26.3,41.2,182.68,0,9,111.453
Bhavnagar,2017,27.06,78.02,68.37,1,9,330.978
Mahbubnagar,2005,24.0,27.2,105.22,0,9,76.534
Mahbubnagar,2006,25.58,72.01,793.75,0,9,236.32
Erode,2017,33.72,62.6,287.37,0,9,141.407
Darjeeling,2001,18.5,85.9,1612.81,1,9,221.46
Tirunelveli,2016,31.63,59.52,304.73,1,9,161.495
Goalpara,2019,29.03,78.52,110.64,0,9,220.116
Raichur,2023,22.94,33.81,338.24,0,9,68.719
Delhi,1995,22.98,75.63,40.89,0,9,290.351
Ajmer,1996,30.28,85.86,62.11,0,9,260.613
Rangareddy,2021,31.15,64.6,383.2,1,9,126.831
Thane,2021,29.06,75.45,0.0,1,9,302.551
Udaipur,2014,27.02,39.6,42.72,0,9,68.347
Madurai,2022,22.48,76.4,367.34,0,9,65.154
Durgapur,1996,24.63,73.8,65.36,1,9,326.209
Noida,2001,29.07,59.89,322.76,0,9,176.219
Asansol,2005,26.19,51.25,132.91,0,9,117.285
Bengaluru,2005,25.53,49.01,661.78,0,9,92.186
Noida,2002,31.76,80.92,67.01,1,9,382.621
Mysuru,1996,25.08,81.85,1407.78,1,9,264.993
Dibrugarh,1998,32.33,51.58,293.3,0,9,91.552
Kanpur,2021,25.21,82.99,54.42,1,9,291.126
Jhansi,2000,26.21,49.76,312.73,1,9,162.135
Junagadh,1997,18.73,76.35,1361.35,0,9,230.931
Nalanda,2022,25.45,63.32,221.51,0,9,121.624
Darjeeling,2012,16.4,63.68,1389.2,1,9,141.99
Kota,2014,35.01,24.13,217.6,0,9,45.959
Anand,1997,18.58,75.41,1236.7,0,9,260.265
Sivasagar,2011,36.42,36.74,217.83,0,9,48.002
Aurangabad,1993,27.62,73.54,23.39,1,9,281.658
Adilabad,1992,28.08,24.87,183.19,0,9,44.998
Udaipur,2018,23.32,52.94,483.17,0,9,117.056
Surat,2018,23.36,75.75,396.63,0,9,120.894
Hyderabad,2023,26.87,68.62,465.75,0,9,142.545
Amravati,2023,25.78,74.66,441.03,1,9,122.092
Patna,2017,29.21,52.59,214.57,0,9,112.121
Vellore,2002,22.91,70.72,66.11,1,9,137.237
Bharatpur,2004,20.7,84.9,1338.9,0,9,214.074
Suryapet,2012,23.63,86.89,932.03,1,9,258.564
Kolkata,2015,32.14,78.72,70.71,1,9,381.134
Allahabad,1993,27.09,40.21,340.04,0,9,54.023
Delhi,2015,28.62,44.12,164.58,0,9,61.989
Madurai,1998,18.13,75.74,695.08,0,9,259.499
Mumbai,1994,25.41,73.45,19.36,0,9,249.497
Asansol,2021,22.01,70.41,991.27,1,9,207.995
Chennai,2009,24.63,85.56,7.64,1,9,267.996
Noida,2000,34.64,54.42,352.88,0,9,217.463
Mahbubnagar,2004,26.93,60.73,360.0,1,9,110.684
Muzaffarpur,2021,27.46,82.38,61.84,0,9,392.839
Gorakhpur,2017,26.04,84.96,324.04,1,9,237.955
Arrah,2011,20.75,66.04,478.52,0,9,90.935
Mumbai,2006,25.67,84.66,53.83,1,9,222.686
Jorhat,2015,24.24,82.16,36.49,1,9,329.687
Muzaffarpur,1996,27.93,81.45,69.49,1,9,381.331
Darbhanga,2015,23.44,68.73,395.48,0,9,116.235
Suryapet,2014,20.79,36.72,128.15,0,9,139.452
Hubballi,1999,21.26,67.06,292.58,1,9,127.541
Chennai,2008,28.99,69.62,32.01,0,9,261.724
Durgapur,2000,21.9,70.87,832.37,1,9,179.992
Jodhpur,2002,24.48,53.96,252.32,1,9,30.833
Bhagalpur,1997,25.23,58.36,169.41,1,9,92.745
Amravati,1993,18.76,74.44,1222.05,0,9,197.758
Ajmer,2020,26.03,81.2,22.25,1,9,307.877
Gaya,2017,32.83,89.28,86.22,1,9,309.052
Arrah,2000,25.79,38.32,202.2,0,9,121.82
Erode,1990,26.67,52.78,644.25,0,9,148.737
Kolkata,2013,30.05,86.97,74.41,1,9,319.406
Khammam,2020,28.25,78.74,44.24,1,9,255.535
Jorhat,2015,25.92,58.04,157.36,0,9,149.207
Salem,1994,30.48,83.42,65.62,1,9,193.655
Noida,2009,23.68,47.55,452.14,1,9,96.976
Bikaner,2000,28.19,53.83,262.22,1,9,55.045
Rangareddy,2022,22.02,56.34,213.22,0,9,144.215
Pune,2016,31.65,58.35,514.02,1,9,152.752
Kolhapur,2023,21.67,68.49,1116.46,0,9,238.103
Kanpur,2004,30.93,50.05,134.95,0,9,96.522
Ahmedabad,2021,36.23,41.84,421.59,0,9,41.538
Nizamabad,2010,21.1,62.76,397.9,0,9,175.843
Ahmedabad,1994,29.67,41.28,240.79,0,9,67.415
Shivamogga,1995,24.06,44.57,151.65,1,9,15.785
Darjeeling,2011,15.78,70.52,985.84,0,9,230.077
Katihar,2007,30.51,56.52,177.97,0,9,175.391
Patna,2003,32.76,51.43,327.77,0,9,103.23
Muzaffarpur,1999,18.75,67.08,1219.26,0,9,165.596
Tiruchirappalli,2002,18.77,89.01,227.15,0,9,243.115
Salem,2020,18.68,76.47,484.28,0,9,206.997
Jaipur,2019,36.75,24.1,108.94,0,9,52.168
Gaya,1992,23.66,58.83,74.28,0,9,69.492
Barpeta,2019,32.66,69.85,176.02,0,9,110.47
Bareilly,1995,28.14,71.65,94.22,1,9,198.016
Karimnagar,2018,26.54,82.8,84.24,1,9,321.673
Murshidabad,1997,27.07,59.38,206.94,0,9,137.141
Vellore,2022,33.56,42.23,382.93,1,9,101.771
Jorhat,2006,26.65,53.62,127.43,0,9,140.461
Coimbatore,2000,27.41,78.91,108.69,0,9,274.692
Erode,2002,21.6,64.72,921.29,0,9,202.866
Thanjavur,2000,29.07,37.33,0.0,0,9,65.074
Meerut,2020,25.49,47.29,423.26,0,9,70.148
Murshidabad,2017,25.71,62.36,255.05,0,9,140.011
Jaipur,1995,33.48,49.32,403.4,0,9,76.138
Lucknow,2005,27.76,53.26,437.63,0,9,167.077
Agra,1993,16.14,83.63,1118.26,1,9,243.256
Murshidabad,2024,33.19,43.56,16.4,1,9,50.298
Raichur,2015,28.04,55.62,316.33,0,9,132.78
Allahabad,2001,26.5,57.6,65.99,1,9,144.748
Surat,2000,34.33,48.48,166.83,0,9,69.589
Jorhat,2014,29.67,62.84,324.3,0,9,118.0
Guwahati,2007,29.53,55.32,499.35,0,9,97.522
Murshidabad,2008,22.75,84.66,31.9,0,9,302.101
Jaipur,2012,32.57,42.81,415.36,1,9,40.165
Mumbai,2007,27.12,83.38,3.92,1,9,324.212
Jamnagar,2015,29.01,86.79,25.56,1,9,205.649
Mysuru,1995,17.19,70.9,1071.36,1,9,302.695
Rajkot,1993,33.67,41.05,0.0,0,9,60.375
Gorakhpur,2018,34.27,33.76,81.99,0,9,38.19
Patna,2023,25.61,50.52,369.95,0,9,118.623
Purnia,2006,14.91,80.31,1372.98,0,9,171.917
Varanasi,2005,28.14,66.55,153.74,0,9,121.167
Dibrugarh,1991,28.61,70.76,34.14,1,9,308.791
Warangal,2023,18.33,49.7,375.67,0,9,152.58
Dindigul,1997,25.99,73.76,40.3,0,9,153.824
Vellore,2002,30.45,75.73,44.55,0,9,254.931
Murshidabad,1997,21.04,42.3,176.47,0,9,53.386
Malda,2019,28.18,80.18,102.94,1,9,352.62
Vadodara,2021,26.89,61.54,380.26,0,9,127.331
Dindigul,2019,20.69,63.26,1007.52,1,9,226.293
Belagavi,1990,25.07,61.54,415.21,0,9,91.387
Suryapet,2006,30.61,20.0,222.06,0,9,87.948
Chitradurga,2009,19.37,69.71,627.04,1,9,212.296
Kalaburagi,2013,19.18,72.08,1287.61,1,9,250.047
Mumbai,2011,29.42,71.81,75.76,1,9,296.177
Bharatpur,2018,35.68,83.27,40.4,1,9,270.952
Durgapur,2011,27.85,75.39,55.99,1,9,292.237
Tezpur,1998,23.24,76.7,592.92,1,9,154.651
Surat,1999,25.48,64.04,331.18,0,9,76.501
Rajkot,2017,29.64,42.47,179.51,0,9,56.949
Rangareddy,2017,18.02,80.82,597.86,0,9,146.285
Patna,2010,23.34,43.17,165.12,0,9,154.643
Jorhat,2013,26.6,46.75,209.58,0,9,76.822
Nagpur,1991,23.73,47.32,205.9,1,9,81.453
Mumbai,1997,28.22,84.05,67.95,1,9,220.501
Solapur,2016,19.72,71.3,831.53,0,9,239.234
Vellore,2011,34.55,23.84,486.88,0,9,71.478
Darbhanga,2016,13.86,63.97,1092.81,1,9,283.312
Nashik,2018,25.3,59.91,63.07,0,9,158.288
Warangal,1992,23.7,63.35,328.4,0,9,161.995
Akola,2002,16.36,62.41,851.92,0,9,212.7
Ajmer,1999,25.53,70.62,71.52,1,9,305.412
Varanasi,1998,22.51,77.79,50.16,1,9,292.262
Nizamabad,2016,25.36,75.92,362.21,0,9,154.923
Junagadh,2023,30.01,39.51,471.29,0,9,58.313
Gorakhpur,1990,23.79,81.05,43.63,1,9,225.074
Darbhanga,2021,19.82,53.81,1294.48,1,9,221.031
Surat,2014,30.31,71.95,310.71,0,9,66.473
Warangal,2018,22.31,48.89,346.81,0,9,133.556
Nadia,1996,28.28,80.43,1.65,0,9,275.675
Kolhapur,1992,28.15,70.67,73.33,0,9,250.093
Vadodara,2009,19.42,78.22,203.82,1,9,282.124
Solapur,2009,22.35,70.13,1683.13,1,9,204.851
Tinsukia,2019,34.18,47.25,69.57,1,9,27.581
Arrah,2024,30.36,56.93,594.37,0,9,108.163
Nagaon,2024,25.41,82.32,52.51,1,9,318.389
Bareilly,2016,27.43,85.18,76.22,0,9,256.77
Gorakhpur,2015,14.08,63.63,1204.47,0,9,212.381
Katihar,2003,30.05,88.27,79.16,1,9,345.968
Udaipur,2006,29.39,52.74,4.34,0,9,92.036
Muzaffarpur,2007,30.44,64.43,203.55,0,9,147.332
Nagaon,2018,33.58,75.51,62.21,0,9,336.572
Patna,2009,30.27,61.17,307.82,1,9,120.253
Junagadh,2016,29.61,78.07,37.96,0,9,312.829
Surat,2007,26.4,79.7,328.79,0,9,68.252
Solapur,1993,36.4,52.1,266.91,0,9,147.11
Nizamabad,1990,28.79,87.97,116.25,1,9,238.715
Khammam,1990,27.23,66.84,1537.12,0,9,262.136
Jamnagar,2015,27.27,60.93,348.44,1,9,82.505
Bareilly,2009,24.75,69.72,571.1,0,9,102.21
Bharatpur,2012,22.28,71.97,1196.4,1,9,313.19
Warangal,1999,13.98,58.22,159.87,0,9,112.98
Asansol,2000,25.04,61.54,258.11,0,9,120.896
Belagavi,1994,34.79,45.01,235.24,0,9,40.469
Sivasagar,1990,18.86,78.22,1060.82,1,9,165.307
Adilabad,2006,30.0,46.16,67.41,1,9,79.124
Muzaffarpur,2011,23.26,74.98,60.71,1,9,192.749
Meerut,2023,26.78,77.33,16.4,1,9,263.197
Mangaluru,2018,25.53,81.38,108.27,1,9,272.831
Bhavnagar,1993,33.01,34.19,277.96,0,9,46.575
Darbhanga,1994,29.23,54.68,271.45,0,9,127.233
Jalpaiguri,2000,22.82,65.27,309.58,1,9,84.531
Kanpur,2010,17.16,76.92,1690.27,0,9,188.214
Kolhapur,2024,36.24,42.04,50.51,0,9,62.362
Ajmer,2001,24.73,55.14,152.03,0,9,49.814
Kolhapur,2015,29.12,69.68,380.05,0,9,171.576
Karimnagar,2008,30.16,39.08,0.0,0,9,49.615
Madurai,1996,31.34,83.31,45.8,1,9,380.992
Meerut,1996,28.61,75.51,36.67,1,9,332.707
Chitradurga,2015,18.41,77.07,1987.51,1,9,161.165
Chitradurga,1994,24.51,81.24,45.96,1,9,265.234
Mahbubnagar,2010,21.44,60.0,145.29,0,9,123.036
Vellore,2003,16.22,72.85,645.85,0,9,305.886
Nalanda,1993,25.55,60.55,0.0,0,9,155.822
Kanpur,2012,30.43,79.92,100.58,1,9,278.133
Pune,2009,22.33,37.24,316.26,0,9,103.79
Mumbai,2004,24.9,86.91,44.77,1,9,293.359
Durgapur,2018,26.72,66.25,441.08,0,9,82.502
Goalpara,1997,31.56,55.38,382.27,0,9,113.531
Raichur,2008,29.09,69.46,302.41,0,9,100.675
Delhi,2017,19.73,70.82,599.26,0,9,159.217
Pune,2016,21.89,33.16,218.74,0,9,146.028
Nagaon,1993,20.14,77.69,1049.83,0,9,210.945
Gorakhpur,2004,29.54,43.9,400.36,1,9,126.571
Bengaluru,2024,28.34,46.61,100.17,0,9,140.677
Raichur,1990,31.03,34.12,191.41,0,9,89.037
Aurangabad,1992,31.33,80.47,88.79,1,9,348.166
Adilabad,2013,31.99,61.65,114.05,0,9,128.876
Rangareddy,2016,33.34,55.56,274.42,0,9,67.614
Rajkot,2023,21.99,32.68,70.0,0,9,53.787
Amravati,2018,29.87,52.67,220.19,0,9,111.538
Gandhinagar,2013,29.41,57.83,2.0,0,9,57.768
Bhagalpur,2013,26.54,65.22,345.24,0,9,103.61
Siliguri,1993,19.24,77.46,692.05,0,9,235.067
Kutch,1992,23.28,59.62,0.47,0,9,116.428
Allahabad,2023,16.51,64.01,320.75,0,9,113.16
Tiruchirappalli,2012,27.19,60.3,459.0,1,9,138.438
Lucknow,2012,20.78,60.99,361.39,0,9,78.016
Ajmer,1994,21.56,78.67,1144.0,0,9,240.444
Dindigul,2020,24.42,50.88,417.66,0,9,150.403
Katihar,1995,34.49,46.88,128.09,0,9,56.719
Gorakhpur,1999,32.97,40.52,316.43,0,9,104.781
Jamnagar,1996,27.62,80.02,115.96,0,9,358.283
Lucknow,2010,23.93,54.98,322.04,0,9,148.88
Lucknow,2009,23.09,68.15,174.65,0,9,105.402
Mangaluru,1992,29.35,73.01,60.48,1,9,340.565
Amravati,2011,23.68,61.94,242.92,1,9,133.983
Suryapet,1993,19.92,79.94,985.0,1,9,243.44
Tezpur,2017,26.28,52.44,274.43,0,9,56.13
Salem,2001,26.21,53.48,219.2,0,9,74.199
Jodhpur,1994,36.66,41.45,0.0,0,9,74.314
Coimbatore,2002,17.79,78.33,930.72,1,9,146.958
Nagpur,2012,26.06,48.46,373.89,0,9,154.895
Erode,2019,27.96,55.52,562.19,0,9,89.276
Begusarai,2014,24.01,68.03,1428.28,0,9,152.031
Vellore,2016,34.61,26.91,166.69,1,9,64.418
Gandhinagar,2003,30.18,87.33,64.39,1,9,330.122
Gorakhpur,2005,27.63,60.26,263.13,1,9,81.455
Adilabad,2011,41.48,34.52,288.52,0,9,91.642
Bikaner,2010,32.83,21.54,184.14,0,9,77.026
Barpeta,2010,31.16,48.2,275.42,0,9,59.201
Kalaburagi,1997,30.82,44.35,550.25,0,9,98.498
Meerut,2005,28.32,53.31,682.08,0,9,93.843
Howrah,2020,36.17,59.52,76.35,0,9,146.083
Anand,1999,23.76,47.58,30.86,0,9,142.404
Kolkata,2021,27.86,88.26,21.9,1,9,232.885
Rangareddy,2023,24.66,34.74,194.32,0,9,45.001
Nizamabad,1998,19.67,65.07,788.92,0,9,216.848
Shivamogga,2006,21.29,62.27,487.31,0,9,164.774
Adilabad,2000,28.36,78.22,26.24,1,9,268.392
Salem,2021,23.22,79.3,132.98,1,9,165.692
Kota,1999,33.16,59.09,333.72,1,9,52.707
Gorakhpur,2011,26.52,87.5,66.31,1,9,220.1
Allahabad,2006,30.13,82.75,58.92,1,9,281.151
Meerut,1993,25.16,66.71,132.99,1,9,152.848
Tirunelveli,2014,31.57,78.14,82.16,1,9,355.493
Arrah,2010,27.72,83.38,43.11,1,9,238.522
Hyderabad,1990,24.26,53.41,320.31,0,9,35.635
Thane,2014,22.54,79.35,60.22,1,9,254.66
Ahmedabad,2006,24.6,31.1,338.62,1,9,84.467
Suryapet,2013,28.99,55.6,366.61,0,9,73.593
Gandhinagar,1991,24.15,82.8,29.45,1,9,382.094
Bengaluru,2004,29.82,70.93,299.03,0,9,166.87
Bhagalpur,2021,26.7,82.26,70.37,1,9,331.586
Jaipur,1995,29.94,58.74,369.87,0,9,53.73
Akola,1990,28.25,45.82,239.11,0,9,121.729
Malda,2012,31.23,82.62,35.21,1,9,322.34
Shivamogga,2006,20.16,51.21,414.35,1,9,135.497
Erode,2023,23.86,82.1,23.5,1,9,388.771
Meerut,2018,19.21,68.49,747.39,0,9,214.412
Surat,1998,34.78,39.3,202.57,0,9,35.637
Dibrugarh,2002,20.06,81.84,1174.8,0,9,193.527
Asansol,1995,30.64,62.44,452.82,0,9,74.881
Silchar,1995,23.39,36.65,216.42,0,9,52.048
Pune,2009,23.75,44.92,313.13,1,9,104.237
Muzaffarpur,1992,20.22,67.98,1229.07,0,9,246.162
Tinsukia,2006,24.78,79.65,4.02,1,9,311.451
Patna,2001,21.39,47.87,311.9,1,9,77.37
Bhagalpur,1990,22.79,62.46,541.97,0,9,142.461
Mahbubnagar,2006,28.47,34.03,278.26,0,9,14.334
